price,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,floors_1,floors_2,floors_3,waterfront_0,waterfront_1,view_0,view_1,view_2,view_3,view_4,condition_1,condition_2,condition_3,condition_4,condition_5,bedrooms_0.0,bedrooms_1.0,bedrooms_2.0,bedrooms_3.0,bedrooms_4.0,bedrooms_5.0,bedrooms_6.0,bedrooms_7.0,bedrooms_8.0,bedrooms_9.0,bathrooms_0,bathrooms_1,bathrooms_2,bathrooms_3,bathrooms_4,bathrooms_5,bathrooms_6,bathrooms_8,char_token_0,char_token_1,char_token_2,char_token_3,char_token_4
12.653961664405365,-0.828975926576955,-0.19252659249677878,-0.5644251484191736,-0.6714132102320955,1955,2005,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.012108651,-0.010196261,-0.004443174,-0.00365355,-0.023194961
12.742568940017076,-0.21172082764350847,-0.08031897794684249,0.12615105542420268,-0.6714132102320955,1966,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00063595513,-0.015246061,-0.00031592435,-0.0055704117,-0.018056195
12.948012371209098,-0.13848717183784534,-0.1892451802249343,-0.9623843167356956,1.4933847662157607,1963,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0044222265,0.005733551,-0.0011914928,-0.0053254785,-0.006728782
13.217675375388819,-0.20125887681412802,-0.12055799114479983,-0.7985187768406571,1.0604251709261892,1976,1992,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0048766336,-0.0022481692,0.003705977,-0.0023310867,-0.024388982
13.102162710901053,-1.3102256647284556,-0.23512933487360713,-1.1028404937885856,-0.6714132102320955,1938,1994,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004342151,0.008157834,0.0076580895,-0.012399463,-0.01611897
12.721888795877375,-0.8185139757475745,-0.34135810502992847,-0.5527204669980994,-0.6714132102320955,1976,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.007823688,-0.0031848203,0.004332925,-0.00277249,-0.020822074
13.085701467719382,0.6043113370481665,0.5848900301446138,1.0391162062679884,-0.6714132102320955,1989,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0027124747,-0.0047637196,-0.0016228382,0.010492469,-0.014031695
13.022545252064427,0.3113767138255139,2.0464533028870053,-0.2952174757344676,1.1903130495130607,1985,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0051510273,0.006827177,0.0021846425,-0.009417321,-0.014294656
13.369225017834633,-0.6406608116481068,-0.2401348790170987,-0.35374088283983846,-0.6714132102320955,1945,2010,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0029396724,0.0026384324,0.0006495185,-0.017804367,-0.011137339
13.045484492893253,-0.44188374588987833,-0.2089892710131511,-0.13135193583942914,-0.6714132102320955,1948,1994,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0016583415,-0.0017128743,0.0015014947,0.009900907,-0.018572267
13.285333904916369,0.20675720553170945,0.0015772859563947664,0.1729697811084994,0.10791406128913264,1980,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0048757936,-0.0027065326,0.0027777455,-0.007890506,-0.021858873
12.807655372286902,-1.0905246973114662,-0.2335998630519847,-0.8570421839460279,-0.6714132102320955,1955,2009,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.011309524,0.0055985674,0.012422668,-0.009853123,-0.018742377
12.398761113062513,-0.9754432381882812,-0.14224868243326336,-0.7282906883142121,-0.6714132102320955,1965,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.005171505,-0.0059196083,0.0037911343,0.0010003361,-0.022483176
