price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,yr_built,yr_renovated,floors_1.0,floors_1.5,floors_2.0,floors_2.5,floors_3.0,floors_3.5,waterfront_0,waterfront_1,view_0,view_1,view_2,view_3,view_4,condition_1,condition_2,condition_3,condition_4,condition_5,char_token_0,char_token_1,char_token_2,char_token_3,char_token_4
12.653961664405365,3.0,1,-0.828975926576955,-0.19252659249677878,-0.5644251484191736,-0.6714132102320955,1955,2005,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.0018883139,-0.008296941,-0.0010603728,0.015330687,-0.011333306
12.742568940017076,3.0,2,-0.21172082764350847,-0.08031897794684249,0.12615105542420268,-0.6714132102320955,1966,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.0054716063,-0.0045069116,-0.0019257453,0.009380015,-0.007814837
12.948012371209098,3.0,2,-0.13848717183784534,-0.1892451802249343,-0.9623843167356956,1.4933847662157607,1963,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.01702186,-0.009673787,-0.0019723943,0.019240597,-0.00037609116
13.217675375388819,4.0,2,-0.20125887681412802,-0.12055799114479983,-0.7985187768406571,1.0604251709261892,1976,1992,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.011118803,-0.008040925,-0.010941526,0.01681972,-0.0044824593
13.102162710901053,2.0,1,-1.3102256647284556,-0.23512933487360713,-1.1028404937885856,-0.6714132102320955,1938,1994,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.0035858278,-0.008006105,0.0043936996,0.02095237,0.0024407343
12.721888795877375,2.0,2,-0.8185139757475745,-0.34135810502992847,-0.5527204669980994,-0.6714132102320955,1976,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0032261934,-0.010526918,-0.009586961,0.014416339,-0.0051471526
13.085701467719382,4.0,2,0.6043113370481665,0.5848900301446138,1.0391162062679884,-0.6714132102320955,1989,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.0044448413,-0.0061647273,0.009632356,0.012391934,-0.0055814916
13.022545252064427,3.0,2,0.3113767138255139,2.0464533028870053,-0.2952174757344676,1.1903130495130607,1985,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0010360957,-0.010184817,0.009325598,0.014032936,-0.0062261983
13.369225017834633,4.0,2,-0.6406608116481068,-0.2401348790170987,-0.35374088283983846,-0.6714132102320955,1945,2010,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.0107654175,-0.014977929,-0.012220002,0.030547619,0.0045893565
13.045484492893253,3.0,1,-0.44188374588987833,-0.2089892710131511,-0.13135193583942914,-0.6714132102320955,1948,1994,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.00828083,0.010671563,0.004448384,0.010140384,-0.007288606
13.285333904916369,3.0,1,0.20675720553170945,0.0015772859563947664,0.1729697811084994,0.10791406128913264,1980,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.0070001343,-0.022667361,0.0028764512,0.021237647,-0.010871179
12.807655372286902,3.0,1,-1.0905246973114662,-0.2335998630519847,-0.8570421839460279,-0.6714132102320955,1955,2009,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.0014364853,-0.016440915,-0.0017952028,0.0069726272,-0.0061340206
13.997832948091215,5.0,2,0.8135503536357754,-0.14892274129125213,1.2732098346894718,-0.6714132102320955,1939,1969,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.0029949802,-0.015773881,-0.0067707608,0.018205741,0.006630176
12.398761113062513,3.0,1,-0.9754432381882812,-0.14224868243326336,-0.7282906883142121,-0.6714132102320955,1965,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.008031646,-0.0056199795,0.008542119,0.012240589,-0.0041781263
12.945628585536271,3.0,1,-0.5883510575012046,-0.2262305897296221,-0.2952174757344676,-0.6714132102320955,1956,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0047473162,-4.9920192e-05,0.008212387,0.008248292,0.0014840156
12.814481318719762,4.0,3,1.0227893702233843,-0.21146423450632193,1.5073034631109552,-0.6714132102320955,1997,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.0025051893,-0.007467322,-0.0028658607,0.0105369445,0.0050433814
12.460524923385575,3.0,1,-0.7975900740888135,-0.24964541288973272,-0.5293111041559511,-0.6714132102320955,1987,2000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.008952526,-0.020061446,0.008143251,0.010923599,7.095188e-06
12.524530013005734,3.0,1,-0.9963671398470421,-0.1267593041670144,-0.7517000511563604,-0.6714132102320955,1983,2009,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.008343147,-0.009230298,0.0014202747,0.0043539735,-0.0013931959
13.527829818844937,3.0,1,0.11259964806728541,-0.11838892201595347,-0.31862683857661594,0.8222973935169251,1923,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.001288288,-0.013817321,-0.006869712,0.019321943,-0.0075339735
12.983103608918753,4.0,1,-0.7138944674537699,-0.16783257472222032,-0.4356736527873577,-0.6714132102320955,1954,1979,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.004012445,0.0033291304,0.0062555894,0.014018415,-0.005797447
13.347107247525049,3.0,2,-0.40003594257235653,-0.3688329806619823,-0.41226428994520936,-0.06526977682669584,2005,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.011578695,-0.0075632753,-0.0031531458,0.019052692,0.007703082
13.325305854052747,4.0,2,0.6252352387069274,-0.07158708427430718,1.0625255691101367,-0.6714132102320955,1991,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.0017706007,-0.021290604,0.00057737605,0.020968879,-0.0038243295
13.112315061750808,4.0,1,-0.5569652050130632,-0.23512933487360713,-0.8102234582617313,0.3460418386983968,1959,1989,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0044977064,-0.0119999945,0.0046317736,0.017553087,-0.0045154886
12.560247968016562,3.0,2,-0.044329614373421304,-0.11126992590076544,-0.5410157855770252,0.9088893125748393,1987,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.00089069566,-0.0041056895,0.00040834583,0.0011259255,-0.016019803
13.329379172803593,3.0,1,0.2381430580198508,-0.20979571979182474,-0.5410157855770252,1.4933847662157607,1948,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.012840098,-0.0012600943,-0.017517168,0.010878725,-0.004612577
13.455975814408239,4.0,2,0.07075184474976362,-0.0997015572135849,-0.6112438741034704,1.276904968570975,1920,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.0077131866,-0.007623604,0.015434563,0.022043731,-0.021809423
13.42246945133505,5.0,2,0.7193927961713514,1.4650315420418836,1.1678677018998043,-0.6714132102320955,1979,2014,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.011453649,-0.005662647,-0.0016569619,0.008299829,-0.005652924
13.579789490265188,3.0,2,0.48922987792498157,-0.2804573179507809,-0.14305661726050334,1.276904968570975,1951,1999,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.0038600925,-0.0050911,0.0013061583,0.016343793,-0.0041066543
12.854486546624395,4.0,1,-0.598813008330585,-0.17061343257971565,-0.3069221571555418,-0.6714132102320955,1967,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.0019020472,-0.017282145,-0.005493307,0.021929475,0.0043060733
13.122265372602016,4.0,2,0.7612405994888732,-0.3195283708485902,0.4304727723721312,0.779001433987968,2004,2003,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.004099631,-0.019894969,0.002393905,0.022572672,-0.0021777512
13.384729180332174,4.0,2,-0.32680228676669343,-0.2735051733070426,-0.2132847057869484,-0.2817495744714814,1945,2010,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.008720303,-0.011562432,-0.012765813,0.025717398,0.0012991637
13.345508528717259,4.0,2,0.7193927961713514,-0.178733537523602,1.1678677018998043,-0.6714132102320955,2014,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.0048403805,-0.007493919,-0.0021205787,0.020648284,-0.011893941
12.899222326086994,4.0,2,1.5668108133511678,0.7799950174264857,0.5592242680039472,2.207768098443553,1979,2014,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.000807786,0.0025174015,-0.001108887,0.010951132,-0.005776497
13.311331132544721,3.0,2,1.1587947310053301,0.5093341221564659,1.6594643215849196,-0.6714132102320955,1995,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0021256427,0.0011260457,-0.010991114,-0.0025081285,-0.0069363206
12.994532278619134,2.0,1,-1.3939212713634992,-0.27767646009328556,-1.196477945157179,-0.6714132102320955,1944,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.013225555,-0.0010991888,-0.01154303,0.01711032,-0.004560859
12.567937598044296,3.0,3,-0.2954164342785521,0.14267801364570745,-0.8570421839460279,0.9738332518682751,1992,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,-0.0015221281,-0.007686588,0.016169727,0.0067975586,-0.011052506
